"","taxa","otu","otus","anterior dentation of pectoral fin spine","anterior distal serration of pectoral fin spine","anterior limb of parapophysis 4","anterior nuchal plate","arch of atlas","basipterygium bone","centrum 1","distal cartilage of external anterior process of basipterygium","distal cartilage of internal anterior process of basipterygium","distal cartilage of posterior process of basipterygium","entopterygoid vertical strut","epibranchial 2 bone uncinate process","epibranchial 4 bone uncinate process","epioccipital posterior process","external anterior process of basipterygium","hypobranchial 1 bone distal cartilage","hypobranchial 2 bone distal cartilage","hypurapophysis","intercalarium","internal anterior process of basipterygium","lateral ethmoid palatine process","lateral ethmoid wing","lateral process of basipterygium","mesethmoid cornu","middle anterior process of basipterygium","middle nuchal plate","neural lamina","optic foramen","parapophysis","parapophysis 1","parapophysis 2","parapophysis 4","parapophysis 5","parapophysis 6","pelvic girdle bone/zone","posterior cleithral process","posterior dentation of dorsal fin spine 2","posterior dentation of pectoral fin spine","posterior limb of parapophysis 4","posterior nuchal plate","posterior process of basipterygium","posttemporal fossa","preopercle horizontal limb","quadrate dorsal process","quadrate ventral process","scaphium","sphenotic spine","superficial ophthalmic nerve foramen","supraoccipital crest","transverse process of atlas","type 1 odontode","urohyal lateral process","urohyal median process","uroneural","Weberian complex centrum","zygapophysis"
"696","Leptodoras sp. (Friel 1994)","VTO_0060758","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1 and 0",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"697","Leptoglanis sp. (de Pinna 1993)","VTO_0061230","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA
"698","Leptoglanis xenognathus","VTO_0035602","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA
"699","Leptorhamdia marmorata","VTO_0060883","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1","1","0",NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1",NA,"1",NA,NA,"1",NA,"1","1",NA,"1",NA,NA,NA,NA,"1",NA,NA
"700","Leptorhamdia sp. (Bockmann 1998)","VTO_0060884","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","1",NA,"1",NA,NA,NA,"1",NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"0 and 1","1",NA,"1",NA,NA,"1",NA,"1","1",NA,"1",NA,NA,NA,NA,"1",NA,NA
"701","Liauchenoglanis maculatus","VTO_0061439","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"1","1",NA,"1","1","1",NA,NA,"1 and 0","1 and 0","1","1","1",NA,"1","1",NA,NA,NA,"1",NA,"1","1","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1","1",NA,"1",NA
"702","Limatulichthys sp. (Britto 2003)","VTO_0060407","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"703","Liobagrus andersoni","VTO_0035575","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"1","0",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"704","Liobagrus anguillicauda","VTO_0035568","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"1","1 and 0",NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1","1",NA,"1","1","0",NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,"1","1","1","0",NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1",NA,"1",NA
"705","Liobagrus cf. marginatus (Mo 1991)","VTO_0060597","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1 and 0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,"1","1","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1",NA,NA,"1",NA
"706","Liobagrus formosanus","VTO_0060599","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"1","0",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"707","Liobagrus marginatoides","VTO_0035577","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"708","Liobagrus marginatus","VTO_0035567","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"709","Liobagrus mediadiposalis","VTO_0035566","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"1","0",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"710","Liobagrus nigricauda","VTO_0035573","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"711","Liobagrus obesus","VTO_0035574","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"1","0",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"712","Liobagrus reinii","VTO_0035565","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"1","1 and 0",NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1","1",NA,"1","1","0",NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,"1","1","1","0",NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1",NA,"1",NA
"713","Liobagrus styani","VTO_0035570","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"714","Liosomadoras oncinus","VTO_0060596","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,"1 and 0","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1",NA,NA,"1","1",NA,"1","1","1",NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"0","0",NA,"1",NA
"715","Lipopterichthys sp. (Britto 2003)","VTO_0060105","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"716","Liposarcus sp. (Friel 1994)","VTO_0060417","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"0","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1 and 0",NA,"1","1",NA,"1 and 0","0","0","1 and 0","1 and 0","0","1","1",NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"717","Listrura boticario","VTO_0061711","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Listrura camposi","VTO_0061710","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Listrura nematopteryx","VTO_0036507","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Listrura tetraradiata","VTO_0036508","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Lithogenes villosus","VTO_0037151","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"0","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"1 and 0","0","0","0","0","0","1",NA,NA,NA,"0","0","1",NA,NA,NA,"0",NA,NA,NA,"0 and 1",NA,"1 and 0",NA,NA,NA,"1",NA
"722","Lithoxus bovallii","VTO_0060034","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 and 0","0","0","0","0","0","1",NA,NA,NA,"0",NA,"1",NA,NA,NA,"1",NA,NA,NA,"0 and 1",NA,"1 and 0",NA,NA,NA,"1",NA
"723","Lithoxus lithoides","VTO_0037352","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 and 0","0","0","0","0","0","1",NA,NA,NA,"0",NA,"1",NA,NA,NA,"1",NA,NA,NA,"0 and 1",NA,"1 and 0",NA,NA,NA,"1",NA
"724","Lophiobagrus aquilus","VTO_0059268","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"1","1",NA,"1","1","1",NA,NA,"1 and 0","1 and 0","1","1","1",NA,"1","1",NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1","1",NA,"1",NA
"725","Lophiobagrus brevispinis","VTO_0035193","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1 and 0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,"1","1","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1",NA,NA,"1",NA
"726","Lophiobagrus cyclurus","VTO_0059267","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"1","1",NA,"1","1","1",NA,NA,"1 and 0","1 and 0","1","1","1",NA,"1","1",NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1","1",NA,"1",NA
"727","Lophiosilurus alexandri","VTO_0035072","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","1",NA
"728","Loricaria cataphracta","VTO_0059782","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1 and 0",NA,"0","1","0","1 and 0","0","0","0",NA,"1 and 0","1 and 0","1","1","0 and 1",NA,"0","1",NA,"1",NA,"1 and 0",NA,"1","1 and 0","0","1 and 0","0","0","1 and 0","1 and 0","0","1","0",NA,NA,"1 and 0",NA,"1",NA,NA,NA,"0","0",NA,"1 and 0","0 and 1","0","1 and 0","1","1",NA,"1",NA
"729","Loricaria sp. (Britto 2003)","VTO_0059783","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"730","Loricaria sp. (Friel 1994)","VTO_0059788","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"0","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1 and 0",NA,"1","1",NA,"1 and 0","0","0","1 and 0","1 and 0","0","1","1",NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"731","Loricariichthys brunneus","VTO_0059857","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 and 0","0","0","0","0","0","1",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0",NA,NA,NA,"0 and 1",NA,"1 and 0",NA,NA,NA,"1",NA
"732","Loricariichthys sp. (Britto 2003)","VTO_0059869","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"733","Loricariidae","VTO_0036816","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","0 and 1"
"734","Loricariidae sp. (Mo 1991)","VTO_0060413","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"0","1","0",NA,NA,NA,"0",NA,NA,"1 and 0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"1","1 and 0","0","1","0",NA,"1","1",NA,"1","0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,"1 and 0","1","0",NA,"1",NA,NA,"1",NA
"735","Loricariinae sp. (Friel 1994)","VTO_0060107","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"0","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1 and 0",NA,"1","1",NA,"1 and 0","0","0","1 and 0","1 and 0","0","1","1",NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"736","Luciopimelodus pati","VTO_0036354","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA
"737","Macrotocinclus flexilis","VTO_0060299","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Malapteruridae","VTO_0036806","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","0 and 1"
"739","Malapterurus beninensis","VTO_0036812","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"0",NA,"1",NA,"1","1",NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"0",NA,NA,"1",NA,NA,"1","1",NA,"1","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"740","Malapterurus electricus","VTO_0036810","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,"1 and 0","1 and 0","1","1","1",NA,"1","1",NA,"1",NA,"1",NA,"1","1 and 0","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1","1",NA,"1",NA
"741","Malapterurus microstoma","VTO_0036809","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"0",NA,NA,"1",NA,NA,"1","1",NA,"1","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"742","Malapterurus monsembeensis","VTO_0036811","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"0",NA,NA,"1",NA,NA,"1","1",NA,"1","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"743","Mastiglanis asopos","VTO_0060983","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,NA
"744","Megalancistrus parananus","VTO_0037344","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 and 0","0","0","0","0","0","1",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0",NA,NA,NA,"0 and 1",NA,"1 and 0",NA,NA,NA,"1",NA
"745","Megalechis thoracata","VTO_0035454","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"746","Megalodoras uranoscopus","VTO_0036667","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1 and 0",NA,"1","1","1","1",NA,NA,"1","1",NA,"1","1","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"747","Megalonema sp. (de Pinna 1993)","VTO_0059572","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA
"748","Megalonema xanthum","VTO_0059570","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA
"749","Microglanis aff. iberingi (Shibatta 1998)","VTO_0059298","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA
"750","Microglanis cibelae","VTO_0059301","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA
"751","Microglanis eurystoma","VTO_0059296","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA
"752","Microglanis parahybae","VTO_0059292","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA
"753","Microglanis poecilus","VTO_0059299","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1",NA,"1",NA,"1","1","0",NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1","1","1",NA
"754","Microglanis sp. (de Pinna 1993)","VTO_0059302","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1",NA,NA,NA,"1",NA,"0",NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA
"755","Microlepidogaster sp. (Armbruster 2004)","VTO_0060395","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 and 0","0","0","0","0","0","1",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0",NA,NA,NA,"0 and 1",NA,"1 and 0",NA,NA,NA,"1",NA
"756","Microlepidogaster sp. (Britto 2003)","VTO_0060393","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
