"","taxa","otu","otus","adipose fin skeleton","anal fin middle radial bone","anterior dentation of pectoral fin spine","anterior distal serration of pectoral fin spine","branched caudal fin ray","branched dorsal fin ray","branched pectoral fin ray","caudal procurrent ray","dorsal erector muscle","dorsal fin lepidotrichium","dorsal fin middle radial bone","dorsal fin middle radial cartilage","dorsal fin middle radial element","dorsal fin musculature","dorsal fin proximal radial bone","dorsal fin proximal radial bone 1","dorsal fin proximal radial bone 2","dorsal fin proximal radial cartilage","dorsal fin proximal radial cartilage 1","dorsal fin proximal radial cartilage 2","dorsal fin proximal radial element","dorsal fin proximal radial element 1","dorsal fin proximal radial element 2","dorsal fin pterygiophore","dorsal fin pterygiophore 1","dorsal fin radial bone","dorsal fin radial cartilage","dorsal fin radial element","dorsal fin ray","dorsal fin ray 2","dorsal fin ray 3","dorsal fin skeleton","dorsal fin spine","dorsal fin spine 1","dorsal fin spine 2","hypurapophysis","lateropterygium","middle nuchal plate","pectoral fin distal radial bone","pectoral fin distal radial bone 2","pectoral fin distal radial bone 3","pectoral fin distal radial cartilage","pectoral fin distal radial cartilage 2","pectoral fin distal radial cartilage 3","pectoral fin distal radial element","pectoral fin distal radial element 2","pectoral fin distal radial element 3","pectoral fin lepidotrichium","pectoral fin proximal radial bone","pectoral fin proximal radial bone 1","pectoral fin proximal radial bone 2","pectoral fin proximal radial bone 3","pectoral fin proximal radial bone 4","pectoral fin proximal radial cartilage","pectoral fin proximal radial cartilage 1","pectoral fin proximal radial cartilage 2","pectoral fin proximal radial cartilage 3","pectoral fin proximal radial cartilage 4","pectoral fin proximal radial element","pectoral fin proximal radial element 1","pectoral fin proximal radial element 2","pectoral fin proximal radial element 3","pectoral fin proximal radial element 4","pectoral fin radial bone","pectoral fin radial cartilage","pectoral fin radial element","pectoral fin radial skeleton","pectoral fin ray","pectoral fin ray 1","pectoral fin ray 2","pectoral fin skeleton","pectoral fin spine","pelvic fin lepidotrichium","pelvic fin radial bone","pelvic fin radial element","pelvic fin radial skeleton","pelvic fin ray","pelvic fin ray 1","pelvic fin ray 6","pelvic fin skeleton","pelvic radial cartilage","pelvic splint","posterior dentation of dorsal fin spine 2","posterior dentation of pectoral fin spine","posterior nuchal plate","unbranched dorsal fin ray","uroneural"
"11","Agamyxis_albomaculatus","VTO_0036705","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1",NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,"0",1,"1",1,1,NA
"12","Ageneiosus_atronasus","VTO_0035046","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"13","Ageneiosus_brevis","VTO_0060582","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Ageneiosus_cf._guianensis_(Mo_1991)","VTO_0060572","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA
"15","Ageneiosus_inermis","VTO_0035045","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"0",NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,0,NA,1,1,NA
"16","Ageneiosus_magoi","VTO_0060583","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"0",NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,0,NA,1,1,NA
"17","Ageneiosus_pardalis","VTO_0060581","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"18","Ageneiosus_sp._1_(Mo_1991)","VTO_0060571","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA
"19","Ageneiosus_sp._2_(Mo_1991)","VTO_0060580","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA
"20","Ageneiosus_sp._3_(Mo_1991)","VTO_0060570","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA
"21","Ageneiosus_sp._(de_Pinna_1993)","VTO_0060575","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"22","Ageneiosus_ucayalensis","VTO_0035047","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"0",NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",1,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,0,NA,1,1,NA
"23","Ailia_coila","VTO_0036184","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA
"24","Ailiichthys_punctata","VTO_0061478","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"25","Akysidae","VTO_0035551","t445174aa-974e-4889-b8ef-71d381a2177f",NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Akysis_ephippifer","VTO_0061297","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Akysis_sp._1_(Chen_1994)","VTO_0061287","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,"1",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Akysis_sp._1_(de_Pinna_1996)","VTO_0061285","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1",NA,1,"1",NA,1,"1",NA,1,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"29","Akysis_sp._2_(Chen_1994)","VTO_0061279","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,"1",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Akysis_sp._2_(de_Pinna_1996)","VTO_0061294","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1",NA,1,"1",NA,1,"1",NA,1,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"31","Akysis_sp._3_(de_Pinna_1996)","VTO_0061301","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1",NA,1,"1",NA,1,"1",NA,1,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"32","Akysis_sp._(de_Pinna_1993)","VTO_0061290","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"33","Akysis_sp._(Friel_1994)","VTO_0061303","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1 and 0",NA,NA,1,NA,"1","1",1,NA,NA,NA,1,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"34","Amaralia_hypsiura","VTO_0035590","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1 and 0",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",1,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,1,NA,NA
"35","Amaralia_n._sp._(Friel_1994)","VTO_0059318","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1 and 0",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"36","Amarginops_hildae","VTO_0059273","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA
"37","Amarginops_platus","VTO_0059272","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,"1",NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA
"38","Amblyceps_laticeps","VTO_0061744","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1 and 0",NA,NA,1,NA,"1","1",1,NA,NA,NA,1,"1","1",1,"1","1",1,"1","1",1,"1",1,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"39","Amblyceps_mangois","VTO_0035579","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1 and 0",NA,NA,1,NA,"1","1",1,NA,NA,NA,1,"1","1",1,"1","1",1,"1","1",1,"1",1,"1","1","1",1,NA,NA,"1",1,"1",1,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,"1","1",NA,"1",NA,"0",NA,NA,1,NA,NA
"40","Amblyceps_murraystuarti","VTO_0061747","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,"1",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Amblycipitidae","VTO_0035563","t445174aa-974e-4889-b8ef-71d381a2177f",NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Amblydoras_sp._(Friel_1994)","VTO_0060792","t445174aa-974e-4889-b8ef-71d381a2177f","0",NA,"1 and 0",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"43","Ameiurus_brunneus","VTO_0036273","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1","1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,NA,1,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,"1",NA,NA,NA
"44","Ameiurus_catus","VTO_0036275","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1","1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,"1",NA,"1",NA,NA,NA
"45","Ameiurus_melas","VTO_0036272","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,"0 and 1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,"1",NA,"1",NA,NA,NA
"46","Ameiurus_natalis","VTO_0036274","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,"1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,"1",NA,"1",NA,NA,NA
"47","Ameiurus_nebulosus","VTO_0036278","t445174aa-974e-4889-b8ef-71d381a2177f","0",0,"1","1",NA,NA,NA,"1",NA,1,0,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",NA,NA,NA,"1",1,"1",1,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",0,NA,NA,"1","1",NA,"1",NA,"1 and 0",NA,"1",1,NA,NA
"48","Ameiurus_platycephalus","VTO_0036276","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1","1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,NA,1,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,"1",NA,NA,NA
"49","Ameiurus_serracanthus","VTO_0036277","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1","1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,NA,1,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,"1",NA,NA,NA
"50","Ameiurus_sp._(de_Pinna_1993)","VTO_0061487","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,"1",1,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"51","Amissidens_hainesi","VTO_0035690","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"52","Amphiliidae","VTO_0035591","t445174aa-974e-4889-b8ef-71d381a2177f",NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Amphilius_atesuensis","VTO_0035610","t445174aa-974e-4889-b8ef-71d381a2177f",NA,NA,"1 and 0",NA,NA,1,NA,"1","0",1,NA,NA,NA,NA,"1","1",1,"1","1",1,"1","1",1,"1",NA,"1","1","1",1,NA,NA,"1",1,"1",1,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,1,NA,NA
